Region,Cuisine,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Ingredient16,Ingredient17,Ingredient18,Ingredient19,Ingredient20,Ingredient21,Ingredient22,Ingredient23,Ingredient24,Ingredient25,Ingredient26,Ingredient27,Ingredient28,Ingredient29,Ingredient30,,
European,Spanish_Portuguese,olive_oil,vinegar,fish,almond,cayenne,garlic,bell_pepper,bread,wine,,,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,vinegar,pepper,beef,black_pepper,parsley,cumin,garlic,olive,bay,,,,,,,,,,,,,,,,,,,,,,,
European,Spanish_Portuguese,tomato,olive_oil,marjoram,onion,vinegar,cayenne,cumin,scallion,cucumber,bell_pepper,smoke,sherry,garlic,bread,,,,,,,,,,,,,,,,,,
European,Jewish,pepper,wheat,onion,potato,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,vanilla,orange_juice,walnut,cocoa,orange,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,apple,egg_noodle,vanilla,raisin,cinnamon,cream,egg,berry,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,lemon,vanilla,cream_cheese,orange,wheat,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,vinegar,meat,cider,bay,beet,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,dill,wheat,asparagus,black_pepper,cottage_cheese,milk_fat,vegetable_oil,scallion,egg,milk,,,,,,,,,,,,,,,,,,,,,
European,Jewish,orange_peel,apple,pear,walnut,honey,cinnamon,mint,wine,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,thyme,black_pepper,cream_cheese,hazelnut,olive,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,orange_peel,starch,orange_juice,pecan,cinnamon,orange,egg,cream,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,cilantro,carrot,currant,bell_pepper,zucchini,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,onion,beef,apricot,chicken_broth,red_wine,parsley,bay,yam,carrot,garlic,bell_pepper,vegetable_oil,plum,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,olive_oil,orange_juice,beef,onion,vinegar,chicken_broth,red_wine,parsley,date,roasted_beef,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,tarragon,asparagus,chicken_broth,parsley,garlic,lemon_peel,leek,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,dill,wheat,black_pepper,ginger,scallion,chicken,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,olive_oil,lemon_juice,lemon,onion,potato,black_pepper,cayenne,bell_pepper,olive,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,rum,cocoa,strawberry,sweet_potato,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,cane_molasses,wheat,cocoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,cilantro,onion,fish,black_pepper,parsley,horseradish,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,raspberry,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,olive_oil,wheat,beef,black_pepper,parsley,garlic,egg,zucchini,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,coriander,olive_oil,cilantro,onion,beef,apricot,plum,red_wine,black_pepper,cumin,ginger,carrot,garlic,cinnamon,beef_broth,cayenne,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,cilantro,wheat,onion,fish,black_pepper,parsley,ginger,cumin,garlic,bell_pepper,olive,lemon,egg,,,,,,,,,,,,,,,,,,
European,Jewish,cane_molasses,vegetable_oil,cinnamon,sweet_potato,cranberry,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,thyme,bay,garlic,sweet_potato,turnip,leek,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,meat,yeast,apricot,cinnamon,vegetable_oil,egg,milk,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,bone_oil,beef,onion,potato,parsley,celery,carrot,garlic,turnip,chicken,leek,zucchini,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon,red_wine,almond,apple,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,vegetable_oil,wheat,cinnamon,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,peanut_oil,pepper,lemon_juice,wheat,potato,parsley,parmesan_cheese,scallion,garlic,egg,zucchini,,,,,,,,,,,,,,,,,,,,,
European,Jewish,vegetable_oil,pepper,egg,onion,scallion,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,pepper,wheat,beef,onion,honey,carrot,beet,sweet_potato,turnip,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,cane_molasses,coriander,pepper,wheat,sweet_potato,fenugreek,cayenne,cumin,peanut_oil,egg,milk,turmeric,,,,,,,,,,,,,,,,,,,,
European,Jewish,vegetable_oil,pepper,beef,onion,bell_pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,thyme,potato,bay,olive,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,apple,red_wine,pear,date,banana,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,egg_noodle,almond,wheat,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,yeast,egg,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,coffee,wheat,walnut,cocoa,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,coriander,butter,cilantro,wheat,onion,fenugreek,cumin,ginger,pepper,yogurt,vegetable_oil,turmeric,egg,pea,lime,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,potato,rosemary,garlic,rose,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,onion,cayenne,black_pepper,ginger,celery,garlic,chicken,root,leek,lemongrass,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,honey,orange,almond,orange_juice,ginger,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,honey,wheat,yeast,egg,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,egg,wheat,cream_cheese,onion,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,vanilla,egg_noodle,corn_flake,cottage_cheese,milk_fat,cinnamon,pineapple,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,
European,Jewish,vegetable_oil,egg,chicken_liver,onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,orange_peel,strawberry,orange_juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,vanilla,almond,egg,coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,starch,vanilla,cocoa,hazelnut,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,wheat,cauliflower,dill,almond,black_pepper,parsley,egg,leek,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon_juice,wheat,egg,ginger,cocoa,pecan,fig,lemon_peel,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,vanilla,raisin,brandy,nut,lard,egg,milk,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon_juice,wheat,starch,strawberry,lemon,egg,wine,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,vanilla,almond,strawberry,fruit,raspberry,egg,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,egg,pepper,wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,vanilla,brandy,maple_syrup,mace,cinnamon,yogurt,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,olive_oil,onion,beef,potato,shallot,chicken_broth,orange_juice,garlic,date,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,dill,pepper,fish,parsley,celery,smoke,vegetable_oil,egg,cream,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,coriander,fenugreek,pepper,lime_juice,cumin,yogurt,turmeric,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,lemon,apple,plum,raisin,walnut,wheat,egg,vanilla,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,coriander,pepper,onion,parsley,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,vinegar,pepper,cucumber,bell_pepper,onion,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,coriander,lemon_juice,plum,orange_juice,honey,carrot,nutmeg,cinnamon,sweet_potato,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,vegetable_oil,wheat,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,lemon_juice,onion,cayenne,cumin,parsley,lettuce,bean,bay,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,dill,pepper,rutabaga,kohlrabi,onion,parsnip,parsley,celery,carrot,turnip,chicken,bone_oil,zucchini,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,lamb,wheat,onion,egg,nut,black_pepper,parsley,mint,turmeric,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,dill,marjoram,wheat,onion,mushroom,potato,egg,parsley,rosemary,cream,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,vanilla,cocoa,lard,egg,nut,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,lemon_juice,wheat,yeast,vanilla,milk_fat,cinnamon,egg,milk,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,pear,leek,potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,onion,cayenne,vegetable,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,pepper,wheat,onion,potato,carrot,vegetable_oil,egg,milk,zucchini,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,pepper,grape_juice,onion,horseradish,beet,cream,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,apricot,raisin,walnut,cinnamon,cream_cheese,egg,milk,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,onion,black_pepper,saffron,bay,chicken,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,cilantro,lemon,black_pepper,cumin,chickpea,cod,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,yeast,seed,egg,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,lemon_juice,fish,fennel,smoke,chive,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,apple,vanilla,egg,milk,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,dill,lemon_juice,wheat,onion,sage,parsley,parsnip,yam,celery,carrot,sweet_potato,lemon,chicken,,,,,,,,,,,,,,,,,,,
European,Jewish,cane_molasses,red_wine,cinnamon,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,vegetable_oil,red_wine,walnut,apple,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,dill,vinegar,salmon,white_wine,vegetable_oil,zucchini,egg,smoked_salmon,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,fennel,leek,chicken_broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,onion,beef,vinegar,cucumber,horseradish,beet,garlic,roasted_beef,cream,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,apple,apricot,ginger,yam,cinnamon,sweet_potato,mint,egg,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,celery,olive_oil,cilantro,sherry,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon_juice,apple,cayenne,scallion,honey,lemon_peel,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,vanilla,egg,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,vinegar,cilantro,wheat,apple,onion,cayenne,black_pepper,ginger,scallion,celery,carrot,cucumber,vegetable_oil,garlic,egg,,,,,,,,,,,,,,,,
European,Jewish,lemon_juice,wheat,onion,potato,black_pepper,celery,seed,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,coriander,vinegar,cilantro,wheat,apple,onion,black_pepper,cayenne,cumin,scallion,celery,garlic,tomato,vegetable_oil,beet,cucumber,egg,,,,,,,,,,,,,,,
European,Jewish,coffee,orange_juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,cane_molasses,pecan,egg,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,egg,red_wine,wheat,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,coffee,lemon_juice,wheat,cardamom,egg,walnut,maple_syrup,lemon_peel,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,starch,vanilla,carrot,orange,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,cilantro,green_bell_pepper,wheat,onion,cayenne,cumin,parsley,chickpea,garlic,soybean,bread,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,olive_oil,pepper,green_bell_pepper,lemon,onion,thyme,sumac,marjoram,cucumber,bell_pepper,oregano,garlic,,,,,,,,,,,,,,,,,,,
European,Jewish,turkey,pepper,lemon,vegetable,wheat,egg,bread,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,cane_molasses,pepper,wheat,beef,onion,potato,chickpea,vegetable_oil,rice,egg,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,coriander,olive_oil,wheat,apple,thyme,shallot,apricot,orange_juice,raisin,cumin,parsley,white_wine,carrot,garlic,tomato,lamb,date,bay,mint,leek,fig,,,,,,,,,,,
European,Jewish,vegetable_oil,beer,wheat,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,wheat,egg_noodle,mozzarella_cheese,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,wheat,starch,chicken_broth,black_pepper,parsley,fennel,carrot,garlic,olive,veal,lemon,egg,,,,,,,,,,,,,,,,,,,
European,Jewish,cocoa,lemon,hazelnut,egg,wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,onion,potato,black_pepper,scallion,carrot,vegetable_oil,egg,zucchini,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,apple,starch,cardamom,almond,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,black_pepper,scallion,sweet_potato,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,cane_molasses,lemon_juice,wheat,orange_juice,walnut,honey,cinnamon,hazelnut,orange,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,
European,Jewish,pecan,egg,cinnamon,starch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,lemon_juice,wheat,basil,lemon,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,mustard,onion,parsley,celery,seed,cucumber,cod,chive,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,
European,Jewish,vinegar,lemon_juice,dill,shallot,cayenne,tabasco_pepper,cucumber,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,beef,onion,red_wine,garlic,cranberry,rosemary,mushroom,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,onion,parsley,parmesan_cheese,garlic,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,olive_oil,pepper,onion,cayenne,lime_juice,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,tomato,wheat,onion,cayenne,garlic,sweet_potato,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,apple,onion,vegetable_oil,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,butter,beef,onion,potato,asparagus,chicken_broth,thyme,white_wine,honey,brandy,carrot,garlic,celery,squash,vegetable,vegetable_oil,turnip,zucchini,,,,,,,,,,,,,
European,Jewish,butter,raisin,cottage_cheese,cinnamon,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,dill,potato,parsley,garlic,chive,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,pepper,onion,fish,parsnip,carrot,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,olive_oil,lemon,thyme,fish,fennel,carrot,garlic,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,cane_molasses,butter,wheat,vanilla,cocoa,pecan,cinnamon,egg,cream,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,dill,wheat,chicken_broth,ginger,scallion,celery,garlic,parsnip,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,cilantro,wheat,onion,black_pepper,ginger,scallion,chicken,root,lemongrass,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,cocoa,butter,plum,egg,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,cilantro,onion,potato,chicken_broth,scallion,garlic,bell_pepper,mint,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,orange_peel,butter,wheat,orange_juice,ginger,cinnamon,hazelnut,egg,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,lemon_juice,wheat,corn,almond,walnut,pistachio,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,cheese,wheat,apple,vanilla,cinnamon,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,coriander,olive_oil,pepper,caraway,lemon,onion,parsley,seed,garlic,egg,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,lemon,onion,black_pepper,cinnamon,wheat,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,cane_molasses,honey,wheat,orange_juice,cocoa,cinnamon,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,egg,blackberry,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,onion,yeast,seed,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,lemon,tea,cinnamon,wheat,egg,fig,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,apple,vanilla,orange_juice,cinnamon,vegetable_oil,lemon,egg,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,olive_oil,pepper,thyme,onion,mace,garlic,chicken,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,apricot,plum,brandy,cinnamon,egg,bread,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,clove,lemon,rum,apricot,almond,honey,rye_flour,orange,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,cane_molasses,lemon,apricot,vanilla,red_wine,pear,anise_seed,white_wine,cocoa,pecan,raspberry,mint,egg,cayenne,,,,,,,,,,,,,,,,,
European,Jewish,coconut,vanilla,raisin,lard,vegetable,corn,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,vinegar,lemon,black_pepper,onion,bay,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lamb,olive_oil,wheat,onion,beef,black_pepper,cumin,scallion,celery,carrot,garlic,tomato,coriander,egg,milk,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,oregano,potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,black_pepper,sage,parsley,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon,egg,cinnamon,hazelnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,onion,yeast,seed,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,dill,scallion,carrot,zucchini,olive_oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,asparagus,dill,chicken_broth,pea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,walnut,cocoa,orange,egg,wine,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,beef,onion,parsley,celery,carrot,garlic,barley,beef_broth,porcini,,,,,,,,,,,,,,,,,,,,,
European,Jewish,brandy,white_wine,blackberry,bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,peach,starch,vanilla,brandy,raspberry,egg,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon_juice,lemon,black_pepper,walnut,vegetable_oil,egg,leek,bread,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,pepper,wheat,onion,fish,celery,carrot,egg,corn,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,egg,black_pepper,chicken_liver,onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,almond,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,apricot,red_wine,cayenne,ginger,walnut,cinnamon,date,fig,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,pepper,thyme,sage,garlic,vegetable,chicken,rosemary,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,lemon_juice,wheat,lemon_peel,vanilla,vegetable_oil,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,egg,almond,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,yeast,nut,raisin,honey,cinnamon,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,onion,egg_noodle,black_pepper,cottage_cheese,seed,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,wheat,onion,chicken_broth,veal,basil,porcini,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,vegetable_oil,egg,parmesan_cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon_juice,wheat,strawberry,pecan,lemon,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,wheat,vanilla,orange_juice,cocoa,orange,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,meat,onion,black_pepper,squash,seed,veal,garlic,rosemary,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,nut,raisin,pepper,onion,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon_juice,wheat,apple,potato,black_pepper,parsnip,chive,vegetable_oil,egg,cream,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,dill,pepper,wheat,potato,parsnip,scallion,carrot,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lamb,olive_oil,wheat,onion,cayenne,black_pepper,garlic,tomato,oregano,mint,cinnamon,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,olive_oil,onion,chicken_broth,black_pepper,celery,carrot,garlic,liver,chicken,rice,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,lemon_juice,lemon,orange_juice,black_pepper,ginger,honey,orange,chicken,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,orange_peel,butter,lemon_juice,wheat,starch,orange_juice,honey,flower,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon_juice,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,lemon_juice,wheat,vanilla,orange_juice,cream_cheese,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,coriander,fenugreek,pepper,mustard,starch,cumin,yam,chickpea,cilantro,bell_pepper,sweet_potato,vegetable_oil,egg,turmeric,,,,,,,,,,,,,,,,,,
European,Jewish,lamb,tomato,pepper,beef,onion,sunflower_oil,garlic,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,coffee,egg,cocoa,blackberry,mint,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,lemon,egg_noodle,vanilla,raisin,cottage_cheese,milk_fat,cinnamon,orange,egg,milk,cream,,,,,,,,,,,,,,,,,,,,
European,Jewish,cheese,pepper,wheat,meat,onion,potato,corn,parsley,scallion,macaroni,egg,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon_juice,wheat,almond,strawberry,brandy,hazelnut,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,coriander,olive_oil,lemon_juice,lettuce,sesame_seed,lemon_peel,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,cane_molasses,egg,pecan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,cilantro,wheat,cayenne,fish,black_pepper,cumin,vegetable_oil,lemon,egg,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,lemon_juice,lemon,thyme,parsley,bay,garlic,bell_pepper,scallion,lemon_peel,artichoke,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon_juice,wheat,egg,almond,honey,hazelnut,olive,lemon_peel,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,olive_oil,grape_juice,onion,beef,plum,red_wine,thyme,parsley,carrot,garlic,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,orange_juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,lemon_juice,wheat,starch,cardamom,egg,raisin,ginger,cinnamon,lemon_peel,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,date,orange,orange_juice,almond,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,olive_oil,onion,raisin,nut,black_pepper,nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,onion,potato,sage,vegetable_oil,zucchini,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,apricot,vanilla,honey,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,wheat,raisin,cottage_cheese,pecan,cinnamon,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,lemon,pepper,potato,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,dill,pepper,lemon_juice,wheat,onion,fish,salmon,parsley,horseradish,vegetable_oil,carrot,egg,,,,,,,,,,,,,,,,,,,
European,Jewish,black_pepper,olive_oil,wheat,egg,scallion,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,butter,cheese,lemon_juice,wheat,apple,vanilla,strawberry,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,
European,Jewish,tomato,olive_oil,grape_juice,thyme,chicken_broth,red_wine,black_pepper,garlic,veal,porcini,rosemary,,,,,,,,,,,,,,,,,,,,,
European,Jewish,cane_molasses,butter,wheat,apple,apricot,orange_juice,raisin,cinnamon,egg,,,,,,,,,,,,,,,,,,,,,,,
